# Id, Prediction
201,-1.1971
202,-1.4515
203,-1.2511
204,-1.2555
205,-1.0948
206,-1.1549
207,-1.2069
208,-1.0619
209,-1.1878
210,-1.3221
211,-1.6017
212,-1.2133
213,-1.3416
214,-1.5092
215,-1.2135
216,-1.0981
217,-1.1569
218,-1.1685
219,-1.0672
220,-1.0953
221,-1.0527
222,-1.0538
223,-1.1262
224,-1.3249
225,-1.2812
226,-0.9627
227,-1.2536
228,-1.0908
229,-1.1077
230,-1.3503
231,-1.2223
232,-1.2330
233,-1.0858
234,-1.0730
235,-1.1322
236,-1.1193
237,-1.1221
238,-1.1261
239,-1.0793
240,-1.0717
241,-1.1195
242,-1.0716
243,-1.1066
244,-1.0065
245,-1.0977
246,-1.0701
247,-1.3740
248,-1.1106
249,-1.0704
250,-1.1604
251,-1.1238
252,-1.1095
253,-1.0456
254,-1.1918
255,-1.4074
256,-1.1200
257,-1.1263
258,-1.1469
259,-1.0400
260,-1.1312
261,-1.2135
262,-1.1050
263,-1.1090
264,-1.0568
265,-1.1628
266,-1.1686
267,-1.1583
268,-1.1824
269,-1.2541
270,-1.1108
271,-1.1026
272,-1.2155
273,-1.1364
274,-1.1994
275,-1.1009
276,-1.1313
277,-1.1830
278,-1.2196
279,-1.1631
280,-1.2722
281,-1.1987
282,-1.4728
283,-1.0632
284,-1.3837
285,-1.0918
286,-1.1097
287,-1.1521
288,-1.1715
289,-1.0338
290,-1.0378
291,-0.9820
292,-1.3050
293,-1.1893
294,-1.1435
295,-1.1278
296,-1.1786
297,-1.1011
298,-1.3743
299,-1.0933
300,-1.1241
301,-1.1540
302,-1.0626
303,-1.1488
304,-1.1954
305,-1.2157
306,-1.0686
307,-1.0962
308,-1.0768
309,-1.3288
310,-1.1584
311,-1.1938
312,-1.0598
313,-1.1217
314,-1.2501
315,-1.1396
316,-1.0936
317,-1.1492
318,-1.0820
319,-1.1886
320,-1.1209
321,-1.1115
322,-1.1060
323,-1.2268
324,-1.0844
325,-1.2921
326,-1.0484
327,-1.1667
328,-1.1223
329,-1.2394
330,-1.1864
331,-1.1142
332,-1.1942
333,-1.1762
334,-1.4957
335,-1.2493
336,-1.0902
337,-1.1169
338,-1.4139
339,-1.1061
340,-1.1253
341,-1.0916
342,-1.0628
343,-1.0743
344,-1.2012
345,-1.1826
346,-1.0954
347,-1.0495
348,-1.0730
349,-1.0873
350,-1.0605
351,-1.1112
352,-1.1325
353,-1.0834
354,-1.3360
355,-0.9750
356,-1.1655
357,-1.2040
358,-1.1143
359,-1.1936
360,-1.2524
361,-1.3405
362,-1.2239
363,-1.1687
364,-1.1614
365,-1.0562
366,-1.4923
367,-1.3317
368,-1.4020
369,-1.3371
370,-1.2223
371,-1.0944
372,-1.0989
373,-1.0676
374,-1.1588
375,-1.1367
376,-1.0368
377,-1.0996
378,-1.1587
379,-1.3852
380,-1.2732
381,-1.2158
382,-1.2357
383,-1.1093
384,-1.3023
385,-1.1843
386,-1.1410
387,-1.3176
388,-0.9745
389,-0.9905
390,-1.0674
391,-1.2626
392,-1.2294
393,-1.5688
394,-1.3530
395,-1.2203
396,-1.1796
397,-1.6000
398,-1.2761
399,-1.2259
400,-0.9748
401,-1.1290
402,-1.2883
403,-1.3057
404,-1.1758
405,-1.0616
406,-1.3916
407,-1.3778
408,-1.0821
409,-1.3645
410,-1.1760
411,-1.1052
412,-1.2124
413,-1.2048
414,-1.2248
415,-1.3535
416,-1.3747
417,-1.3340
418,-1.1579
419,-1.2377
420,-1.0914
421,-1.3404
422,-1.6245
423,-1.0505
424,-1.2439
425,-1.2196
426,-1.2443
427,-1.6098
428,-1.3076
429,-1.3119
430,-1.3384
431,-1.6794
432,-1.1828
433,-1.3403
434,-1.2038
435,-1.3286
436,-1.0871
437,-1.2291
438,-1.2143
439,-1.2299
440,-1.5305
441,-1.1615
442,-1.0544
443,-1.1362
444,-1.3790
445,-1.4407
446,-1.4479
447,-1.4819
448,-1.2457
449,-1.2977
450,-1.1229
451,-1.1731
452,-1.1286
453,-1.1653
454,-1.2365
455,-1.0185
456,-1.0887
457,-1.5249
458,-1.0875
459,-1.2358
460,-1.0938
461,-1.1403
462,-1.1229
463,-1.1560
464,-1.3513
465,-1.3695
466,-1.0905
467,-1.0110
468,-1.1629
469,-1.3503
470,-1.4720
471,-1.1482
472,-1.3494
473,-1.0634
474,-1.4385
475,-1.1284
476,-1.0714
477,-1.1322
478,-1.0993
479,-1.2738
480,-1.3260
481,-1.4275
482,-1.1695
483,-1.1838
484,-1.1423
485,-1.1028
486,-1.0890
487,-1.3583
488,-1.1074
489,-1.0842
490,-1.1262
491,-1.4089
492,-1.1097
493,-1.2197
494,-1.1026
495,-1.2325
496,-1.3191
497,-1.2643
498,-1.0795
499,-1.1750
500,-1.2324
501,-1.2903
502,-1.0180
503,-1.1018
504,-1.2653
505,-1.0410
506,-1.1315
507,-1.2171
508,-1.2820
509,-1.2479
510,-1.2409
511,-1.2476
512,-1.3491
513,-1.3392
514,-1.1200
515,-1.2395
516,-1.2782
517,-1.3651
518,-1.3375
519,-1.3210
520,-1.3197
521,-1.1986
522,-1.2431
523,-1.5136
524,-1.3586
525,-1.2697
526,-1.2453
527,-1.2039
528,-1.4092
529,-1.7364
530,-1.1908
531,-1.5882
532,-1.1432
533,-1.3607
534,-1.1269
535,-1.2214
536,-1.3196
537,-1.4932
538,-1.1171
539,-1.0981
540,-1.2547
541,-1.2120
542,-1.4364
543,-1.1299
544,-1.1059
545,-1.3632
546,-1.1676
547,-1.0566
548,-1.3782
549,-1.2785
550,-1.2997
551,-1.6606
552,-1.4762
553,-1.3928
554,-1.3503
555,-1.1603
556,-1.2818
557,-1.1495
558,-1.1620
559,-1.2089
560,-1.1821
561,-1.3560
562,-1.3338
563,-1.2040
564,-0.9692
565,-1.2384
566,-1.1016
567,-1.2411
568,-1.1831
569,-1.0468
570,-1.4008
571,-1.1635
572,-1.2107
573,-1.4803
574,-1.4284
575,-1.3363
576,-0.9692
577,-1.1503
578,-1.1876
579,-1.2969
580,-1.0701
581,-1.4314
582,-1.1898
583,-1.2482
584,-1.2109
585,-1.1826
586,-1.2093
587,-1.3775
588,-1.2111
589,-1.3948
590,-1.5830
591,-1.4072
592,-1.2244
593,-1.1681
594,-1.2283
595,-1.1365
596,-1.2459
597,-1.3696
598,-1.3972
599,-1.1296
600,-1.1073
601,-1.1135
602,-1.2301
603,-1.0133
604,-1.3203
605,-1.1469
606,-1.2663
607,-1.3582
608,-1.5857
609,-1.1768
610,-1.1299
611,-1.0877
612,-1.3640
613,-1.1479
614,-1.1475
615,-1.1392
616,-1.1784
617,-1.1530
618,-1.2277
619,-1.0620
620,-1.1691
621,-1.1252
622,-1.0773
623,-1.1693
624,-1.2206
625,-1.2475
626,-1.3102
627,-1.1392
628,-1.2084
629,-1.1082
630,-1.1359
631,-1.0615
632,-1.0498
633,-1.1272
634,-0.9761
635,-1.1529
636,-1.1182
637,-1.1632
638,-1.0143
639,-1.1407
640,-1.2950
641,-1.1073
642,-1.0843
643,-1.1728
644,-1.1541
645,-1.2889
646,-1.1493
647,-1.0736
648,-1.1191
649,-1.1270
650,-1.0426
651,-1.2626
652,-1.1731
653,-1.2243
654,-1.0883
655,-1.4530
656,-1.3865
657,-1.1220
658,-1.0773
659,-1.1550
660,-1.1101
661,-1.0973
662,-1.1353
663,-1.1888
664,-1.0614
665,-1.1764
666,-1.0540
667,-1.0975
668,-1.1613
669,-1.0977
670,-1.0491
671,-1.1203
672,-1.1499
673,-1.1218
674,-1.0601
675,-1.1044
676,-1.1358
677,-1.4115
678,-1.1531
679,-1.0620
680,-1.1606
681,-1.2727
682,-1.4074
683,-1.1223
684,-1.3485
685,-1.4727
686,-1.1287
687,-1.3461
688,-1.1258
689,-1.1521
690,-1.1081
691,-1.1369
692,-1.1853
693,-1.0910
694,-1.2115
695,-1.2142
696,-1.3167
697,-1.4411
698,-1.2205
699,-1.1156
700,-1.0199
701,-1.2311
702,-1.1042
703,-1.1286
704,-1.2045
705,-1.1591
706,-1.1654
707,-1.1118
708,-1.1017
709,-1.3215
710,-1.0925
711,-1.0334
712,-1.1548
713,-1.1199
714,-1.0447
715,-1.1285
716,-1.0559
717,-1.1476
718,-1.0807
719,-1.1887
720,-1.6636
721,-1.2385
722,-1.2270
723,-1.2724
724,-1.1087
725,-1.1903
726,-1.1245
727,-0.9781
728,-1.1425
729,-1.0923
730,-1.1236
731,-1.2575
732,-1.1096
733,-1.2675
734,-1.1823
735,-1.2371
736,-1.0855
737,-1.0523
738,-1.1273
739,-1.0888
740,-1.1404
741,-1.2207
742,-1.0948
743,-1.1158
744,-1.1099
745,-1.1234
746,-1.1832
747,-1.0733
748,-1.1081
749,-1.1149
750,-1.1249
751,-1.0656
752,-1.3625
753,-1.1243
754,-1.2379
755,-1.2038
756,-1.1802
757,-1.1792
758,-1.3855
759,-1.1084
760,-1.3137
761,-1.0179
762,-1.1194
763,-1.4183
764,-1.0030
765,-1.1870
766,-1.2879
767,-1.0439
768,-1.0946
769,-1.0403
770,-1.0944
771,-1.0861
772,-1.0680
773,-1.3676
774,-1.2587
775,-1.3280
776,-1.1980
777,-1.2181
778,-1.1797
779,-1.1236
780,-1.0661
781,-1.1517
782,-1.1632
783,-1.1591
784,-1.0761
785,-1.1214
786,-1.1513
787,-1.4942
788,-1.0631
789,-1.2897
790,-1.2616
791,-1.2097
792,-1.0967
793,-1.1837
794,-1.1982
795,-1.2173
796,-1.4525
797,-1.1871
798,-1.2294
799,-1.3546
800,-1.3588
801,-1.1127
802,-1.1429
803,-1.1372
804,-1.2378
805,-1.0867
806,-1.0723
807,-1.1428
808,-1.0605
809,-1.4669
810,-1.4969
811,-1.1434
812,-1.1114
813,-1.4307
814,-1.2641
815,-1.2224
816,-1.2825
817,-1.2006
818,-1.2219
819,-1.1114
820,-1.0977
821,-1.4784
822,-1.1416
823,-1.1295
824,-1.1596
825,-1.0993
826,-1.4475
827,-1.2413
828,-1.1252
829,-1.1273
830,-1.1425
831,-1.1708
832,-1.3489
833,-1.0188
834,-1.1571
835,-1.0784
836,-1.4030
837,-1.1923
838,-1.4976
839,-1.1208
840,-1.3427
841,-1.1179
842,-1.1960
843,-1.1034
844,-1.4161
845,-1.0867
846,-1.1443
847,-1.0690
848,-1.1052
849,-1.1278
850,-1.2185
851,-1.1727
852,-1.1914
853,-1.1061
854,-1.0714
855,-1.0900
856,-1.1287
857,-1.2402
858,-1.3830
859,-1.1169
860,-1.0592
861,-1.0151
862,-1.0334
863,-1.0789
864,-1.1064
865,-1.1973
866,-1.1240
867,-1.0540
868,-1.0685
869,-1.3912
870,-1.1082
871,-1.1406
872,-1.4048
873,-1.0546
874,-1.0724
875,-1.4006
876,-1.1143
877,-1.0850
878,-1.1645
879,-1.1234
880,-1.0462
881,-1.3083
882,-1.3718
883,-1.1968
884,-1.1093
885,-1.2914
886,-1.0801
887,-1.1442
888,-1.1849
889,-1.1296
890,-1.0344
891,-1.3055
892,-1.1434
893,-1.1154
894,-1.2535
895,-1.1887
896,-1.0732
897,-1.3345
898,-1.4626
899,-1.0697
900,-1.2253
901,-1.1698
902,-1.3019
903,-1.0618
904,-1.2721
905,-1.2165
906,-1.4080
907,-1.3877
908,-1.1488
909,-1.1443
910,-1.2295
911,-1.3367
912,-1.2714
913,-1.3983
914,-1.2688
915,-1.1089
916,-1.3168
917,-1.2127
918,-1.2116
919,-1.4970
920,-1.0364
921,-1.1549
922,-1.2408
923,-1.4536
924,-1.2660
925,-1.2265
926,-1.1430
927,-1.4373
928,-1.4303
929,-1.0803
930,-1.4059
931,-1.3049
932,-1.6898
933,-1.2772
934,-1.2268
935,-1.4523
936,-1.2281
937,-1.1145
938,-1.1072
939,-1.1617
940,-1.3681
941,-1.2684
942,-1.2065
943,-1.0744
944,-1.0444
945,-1.0703
946,-1.1572
947,-1.1767
948,-1.1301
949,-1.0833
950,-1.0442
951,-1.0580
952,-1.2467
953,-1.0784
954,-1.0775
955,-1.1401
956,-1.1201
957,-1.0333
958,-1.0674
959,-1.0657
960,-1.2818
961,-1.0975
962,-1.0669
963,-1.2050
964,-1.3918
965,-1.1254
966,-1.1466
967,-1.1800
968,-1.1808
969,-1.0428
970,-1.1142
971,-1.2200
972,-1.2233
973,-1.1129
974,-1.3944
975,-1.2170
976,-1.2535
977,-1.1759
978,-1.1676
979,-1.1425
980,-1.0636
981,-1.3884
982,-1.1153
983,-1.0705
984,-1.0759
985,-1.2658
986,-1.1617
987,-1.0845
988,-1.2305
989,-1.0133
990,-1.1093
991,-1.0650
992,-1.1297
993,-1.0752
994,-1.1446
995,-1.6462
996,-1.3062
997,-1.1833
998,-1.0756
999,-1.5630
1000,-1.3718
1001,-1.1537
1002,-1.1718
1003,-1.1447
1004,-1.3032
1005,-1.1990
1006,-1.4514
1007,-1.6037
1008,-1.3685
1009,-1.1112
1010,-1.1178
1011,-1.0888
1012,-1.2041
1013,-1.1940
1014,-1.3623
1015,-1.2628
1016,-1.4807
1017,-1.1224
1018,-1.1318
1019,-1.1267
1020,-1.0993
1021,-1.0772
1022,-1.2774
1023,-1.1619
1024,-1.0947
1025,-1.4444
1026,-1.1078
1027,-1.1225
1028,-1.0699
1029,-1.2578
1030,-1.1489
1031,-1.3698
1032,-1.1140
1033,-1.1984
1034,-1.1834
1035,-1.3764
1036,-1.1485
1037,-1.2164
1038,-1.1131
1039,-1.1548
1040,-1.1637
1041,-1.1402
1042,-1.3945
1043,-1.1683
1044,-1.3063
1045,-1.3563
1046,-1.1608
1047,-1.3009
1048,-1.3261
1049,-1.1189
1050,-1.3867
1051,-1.2667
1052,-1.2032
1053,-1.2199
1054,-1.0097
1055,-1.0653
1056,-1.1505
1057,-1.0700
1058,-1.0941
1059,-1.2383
1060,-1.3526
1061,-1.1079
1062,-1.3730
1063,-1.0784
1064,-1.1321
1065,-1.0731
1066,-1.1931
1067,-1.1411
1068,-1.1017
1069,-1.2784
1070,-1.1166
1071,-1.3468
1072,-1.2822
1073,-1.0990
1074,-1.2424
1075,-1.1866
1076,-1.2969
1077,-1.3195
1078,-1.1005
1079,-1.5793
1080,-1.1627
1081,-1.1752
1082,-1.1232
1083,-1.5314
1084,-1.1366
1085,-1.1088
1086,-1.2099
1087,-1.1711
1088,-1.1850
1089,-1.1625
1090,-1.1835
1091,-1.0033
1092,-1.3261
1093,-1.1922
1094,-1.1717
1095,-1.1761
1096,-1.0711
1097,-1.1677
1098,-1.1936
1099,-1.2246
1100,-1.1093
1101,-1.4329
1102,-1.1404
1103,-1.0894
1104,-1.2033
1105,-1.1700
1106,-1.1569
1107,-1.0533
1108,-1.4923
1109,-1.2052
1110,-1.5512
1111,-1.2895
1112,-1.3173
1113,-1.3083
1114,-1.2584
1115,-1.4326
1116,-1.2040
1117,-1.2390
1118,-1.2142
1119,-1.1397
1120,-1.2748
1121,-1.0224
1122,-1.4550
1123,-1.5325
1124,-1.2386
1125,-1.1530
1126,-1.4568
1127,-1.1003
1128,-1.1475
1129,-1.2236
1130,-1.7959
1131,-1.4030
1132,-1.1132
1133,-1.0903
1134,-1.0212
1135,-1.0968
1136,-1.3809
1137,-1.1083
1138,-1.5181
1139,-1.2062
1140,-1.2310
1141,-1.1900
1142,-1.3709
1143,-1.1948
1144,-1.3479
1145,-1.2487
1146,-1.2782
1147,-1.1549
1148,-1.1997
1149,-1.3049
1150,-1.2550
1151,-1.1468
1152,-1.1738
1153,-1.0890
1154,-1.1504
1155,-1.2363
1156,-1.3099
1157,-1.3207
1158,-1.2967
1159,-1.1977
1160,-1.5384
1161,-1.3259
1162,-1.2794
1163,-1.0561
1164,-1.3314
1165,-1.3822
1166,-1.1821
1167,-1.4112
1168,-1.1175
1169,-1.2425
1170,-1.0177
1171,-1.2453
1172,-1.1519
1173,-1.3017
1174,-1.2832
1175,-1.1069
1176,-1.3925
1177,-1.1314
1178,-0.9391
1179,-1.0432
1180,-1.3480
1181,-1.2228
1182,-1.3470
1183,-1.1209
1184,-1.2800
1185,-1.1061
1186,-1.2128
1187,-1.1600
1188,-1.3104
1189,-1.2841
1190,-1.2254
1191,-1.1905
1192,-1.1461
1193,-1.5234
1194,-1.1892
1195,-1.1439
1196,-1.0608
1197,-1.1665
1198,-1.0778
1199,-1.1496
1200,-1.1489
1201,-1.3303
1202,-1.2601
1203,-1.0768
1204,-1.2208
1205,-1.0610
1206,-1.2868
1207,-1.0168
1208,-1.3720
1209,-1.2839
1210,-0.7974
1211,-1.1989
1212,-1.8060
1213,-1.0974
1214,-1.1075
1215,-1.2355
1216,-1.1632
1217,-1.4397
1218,-1.4495
1219,-1.4733
1220,-1.2931
1221,-1.2984
1222,-1.2322
1223,-1.3137
1224,-1.2198
1225,-1.4239
1226,-1.7312
1227,-1.0936
1228,-1.5448
1229,-1.2051
1230,-1.1497
1231,-1.0898
1232,-1.2903
1233,-1.0892
1234,-1.3718
1235,-1.0734
1236,-1.1217
1237,-1.1025
1238,-1.2903
1239,-1.2081
1240,-1.1332
1241,-1.3354
1242,-1.0996
1243,-1.1874
1244,-1.3243
1245,-1.2996
1246,-0.8268
1247,-1.1697
1248,-1.1975
1249,-1.2642
1250,-1.0755
1251,-1.3585
1252,-1.0563
1253,-0.8473
1254,-1.1726
1255,-1.1393
1256,-1.0620
1257,-1.1740
1258,-1.2788
1259,-1.1053
1260,-1.2655
1261,-1.3039
1262,-1.2612
1263,-1.2556
1264,-1.5158
1265,-1.1574
1266,-1.4724
1267,-1.2185
1268,-1.1558
1269,-1.1313
1270,-1.2384
1271,-1.0604
1272,-1.0891
1273,-1.0642
1274,-1.1562
1275,-1.4861
1276,-1.1041
1277,-1.4903
1278,-1.3284
1279,-1.1731
1280,-1.2228
1281,-1.2634
1282,-1.4304
1283,-1.3355
1284,-1.4277
1285,-1.2315
1286,-1.1009
1287,-1.1537
1288,-1.3327
1289,-1.1044
1290,-1.1185
1291,-1.2295
1292,-1.1346
1293,-1.2029
1294,-1.2022
1295,-1.4192
1296,-1.1980
1297,-1.2048
1298,-1.1511
1299,-1.2951
1300,-1.2373
1301,-1.0296
1302,-1.5452
1303,-1.2090
1304,-1.3111
1305,-1.1909
1306,-1.1024
1307,-1.2089
1308,-1.0857
1309,-1.3401
1310,-1.0734
1311,-1.0410
1312,-1.1091
1313,-1.2217
1314,-1.1970
1315,-1.3400
1316,-1.1300
1317,-1.2826
1318,-1.0926
1319,-1.3413
1320,-1.1182
1321,-1.4235
1322,-1.0647
1323,-1.3193
1324,-1.2401
1325,-1.2598
1326,-1.1450
1327,-1.1068
1328,-1.1641
1329,-1.2943
1330,-1.5667
1331,-1.5099
1332,-1.1776
1333,-1.1296
1334,-1.3726
1335,-1.1492
1336,-1.1562
1337,-1.1215
1338,-1.3368
1339,-1.2124
1340,-1.1496
1341,-1.2345
1342,-1.0838
1343,-1.0100
1344,-1.4809
1345,-1.2571
1346,-1.2571
1347,-1.2464
1348,-1.1587
1349,-1.0562
1350,-1.0300
1351,-1.0721
1352,-1.0897
1353,-1.1393
1354,-1.2327
1355,-1.2030
1356,-1.1561
1357,-1.3613
1358,-1.2719
1359,-1.6341
1360,-1.1711
1361,-1.1000
1362,-1.2313
1363,-1.0700
1364,-1.1301
1365,-1.0623
1366,-1.4415
1367,-1.2517
1368,-1.1658
1369,-1.1840
1370,-1.1441
1371,-0.9767
1372,-1.3865
1373,-1.1078
1374,-1.0612
1375,-1.3469
1376,-1.1254
1377,-1.0511
1378,-1.1503
1379,-1.1776
1380,-1.4039
1381,-1.3301
1382,-1.1407
1383,-1.1269
1384,-1.1194
1385,-1.0502
1386,-1.1016
1387,-1.1535
1388,-1.3118
1389,-1.0340
1390,-1.4795
1391,-1.2091
1392,-1.1689
1393,-1.1148
1394,-1.0986
1395,-1.1193
1396,-1.0919
1397,-1.1202
1398,-1.1212
1399,-1.2297
1400,-1.1178
1401,-1.0901
1402,-0.9305
1403,-1.0311
1404,-1.2698
1405,-1.0868
1406,-0.9050
1407,-1.2890
1408,-1.1237
1409,-1.3076
1410,-1.1619
1411,-1.1690
1412,-1.2352
1413,-1.1366
1414,-1.2695
1415,-1.1356
1416,-1.3026
1417,-1.2648
1418,-1.1569
1419,-1.1173
1420,-1.0916
1421,-1.2141
1422,-1.3165
1423,-1.1705
1424,-1.1010
1425,-1.1086
1426,-1.1404
1427,-1.1849
1428,-1.0622
1429,-1.3122
1430,-1.1924
1431,-1.2804
1432,-1.3822
1433,-1.3467
1434,-1.2808
1435,-1.1269
1436,-1.0860
1437,-1.1359
1438,-1.1277
1439,-1.2016
1440,-1.6409
1441,-1.1148
1442,-1.0979
1443,-1.0969
1444,-1.1588
1445,-1.1401
1446,-1.2160
1447,-1.2986
1448,-1.0933
1449,-1.1282
1450,-1.2322
1451,-1.0566
1452,-1.2949
1453,-1.2586
1454,-1.1780
1455,-1.0775
1456,-1.2261
1457,-1.2362
1458,-1.1518
1459,-1.1345
1460,-1.2467
1461,-1.2761
1462,-1.1439
1463,-1.1436
1464,-1.1568
1465,-1.3968
1466,-1.1490
1467,-1.1458
1468,-1.1933
1469,-1.0873
1470,-1.0995
1471,-1.2534
1472,-1.0483
1473,-1.4029
1474,-1.1764
1475,-1.1671
1476,-1.1466
1477,-1.1527
1478,-1.3732
1479,-1.4258
1480,-1.4126
1481,-1.2561
1482,-1.5706
1483,-1.1291
1484,-1.2802
1485,-1.2910
1486,-1.2619
1487,-1.3507
1488,-1.2509
1489,-1.0953
1490,-1.3869
1491,-1.0688
1492,-1.0906
1493,-1.1896
1494,-1.1054
1495,-1.2396
1496,-1.2020
1497,-1.2855
1498,-1.2052
1499,-1.3229
1500,-1.5537
1501,-1.7184
1502,-1.1644
1503,-1.1517
1504,-1.3477
1505,-1.2064
1506,-1.1866
1507,-1.2617
1508,-1.1401
1509,-1.4130
1510,-1.2293
1511,-1.1983
1512,-1.1978
1513,-1.4861
1514,-1.3084
1515,-1.0558
1516,-1.3266
1517,-1.3276
1518,-1.2340
1519,-1.4922
1520,-1.5402
1521,-1.1903
1522,-1.3048
1523,-1.2485
1524,-1.2778
1525,-1.4434
1526,-1.5324
1527,-1.3615
1528,-1.1284
1529,-1.0985
1530,-1.2186
1531,-1.1059
1532,-1.3360
1533,-1.1714
1534,-1.1916
1535,-1.0847
1536,-1.1159
1537,-1.5509
1538,-1.4761
1539,-1.0663
1540,-1.5380
1541,-1.1464
1542,-1.6743
1543,-1.2145
1544,-1.1407
1545,-1.2407
1546,-1.1808
1547,-1.4471
1548,-1.4449
1549,-1.2699
1550,-1.6502
1551,-1.5213
1552,-1.2453
1553,-1.1455
1554,-1.2884
1555,-1.2509
1556,-1.1027
1557,-1.0599
1558,-1.2623
1559,-1.2893
1560,-1.1806
1561,-1.2142
1562,-1.3632
1563,-1.2097
1564,-1.2318
1565,-1.1374
1566,-1.1434
1567,-1.1774
1568,-1.1198
1569,-1.1310
1570,-1.2407
1571,-1.4683
1572,-1.2911
1573,-1.3708
1574,-1.1619
1575,-1.4361
1576,-1.2731
1577,-1.1090
1578,-1.2722
1579,-1.2121
1580,-1.0322
1581,-1.1053
1582,-1.1160
1583,-1.2433
1584,-1.4653
1585,-1.1068
1586,-1.4247
1587,-1.2333
1588,-1.2113
1589,-1.1906
1590,-1.2660
1591,-1.3884
1592,-1.2311
1593,-1.1209
1594,-1.0861
1595,-1.1994
1596,-1.4006
1597,-1.0583
1598,-1.0961
1599,-1.0573
1600,-1.2051
1601,-1.1333
1602,-1.2503
1603,-1.0758
1604,-1.1167
1605,-1.2219
1606,-1.1396
1607,-1.1609
1608,-1.5162
1609,-1.2775
1610,-1.1289
1611,-1.2161
1612,-1.1539
1613,-1.3279
1614,-1.2091
1615,-1.2542
1616,-1.1466
1617,-1.0803
1618,-1.1262
1619,-1.1919
1620,-1.0529
1621,-1.2000
1622,-1.1801
1623,-1.1990
1624,-1.0223
1625,-1.3448
1626,-1.2761
1627,-1.2380
1628,-1.1847
1629,-1.1645
1630,-1.4334
1631,-1.3499
1632,-1.1162
1633,-1.2659
1634,-1.1136
1635,-1.2003
1636,-1.2667
1637,-1.2449
1638,-1.4949
1639,-1.1770
1640,-1.2057
1641,-1.1291
1642,-1.3330
1643,-1.3586
1644,-1.4585
1645,-1.0698
1646,-1.2338
1647,-1.1124
1648,-1.2263
1649,-1.1264
1650,-1.2530
1651,-1.1477
1652,-0.9984
1653,-1.2339
1654,-1.1002
1655,-1.3835
1656,-1.0813
1657,-1.1864
1658,-1.1638
1659,-1.4008
1660,-1.2018
1661,-1.2578
1662,-1.0461
1663,-1.4240
1664,-1.2761
